"업소명",업종명,서비스대상구분,외국어안내서비스,소재지도로명주소,소재지지번주소,전화번호,객실수,부대시설,주차장보유여부,결제방법,홈페이지주소,주변관광정보,위도,경도,데이터기준일자
"에리두",민박,내국인+외국인,,제주특별자치도 서귀포시 대포복개로 37(대포동),제주특별자치도 서귀포시 대포복개로 37(대포동),,6,,,,,,33.241926,126.434642,2017-12-15
"제주혜윰",민박,내국인+외국인,,제주특별자치도 서귀포시 인정오름로 15(토평동),제주특별자치도 서귀포시 인정오름로 15(토평동),,4,,,,,,33.2857287,126.5835976,2017-12-15
"굿데이",민박,내국인+외국인,,제주특별자치도 서귀포시 남성로 115번길 2(서홍동),제주특별자치도 서귀포시 남성로 115번길 2(서홍동),,5,,,,,,33.2424538,126.5526182,2017-12-15
"가온누리 게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 15(법환동),제주특별자치도 서귀포시 막숙포로 15(법환동),,4,,,,,,33.2397355,126.5164294,2017-12-15
"바람코지 게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 하효중앙로 5(하효동),제주특별자치도 서귀포시 하효중앙로 5(하효동),,4,,,,,,33.251035,126.6196046,2017-12-15
"바당올레",민박,내국인+외국인,,제주특별자치도 서귀포시 막숙포로 39(법환동),제주특별자치도 서귀포시 막숙포로 39(법환동),,5,,,,,,33.2377679,126.5156483,2017-12-15
stay in jeju,민박,내국인+외국인,,제주특별자치도 서귀포시 논짓물로 48번길 16-8(하예동),제주특별자치도 서귀포시 논짓물로 48번길 16-8(하예동),,3,,,,,,33.241692,126.387779,2017-12-15
"산숲바다",민박,내국인+외국인,,제주특별자치도 서귀포시 중산간서로 594번길 39(대포동),제주특별자치도 서귀포시 중산간서로 594번길 39(대포동),,7,,,,,,33.2651754,126.451766,2017-12-15
"바닷가에서",민박,내국인+외국인,,제주특별자치도 서귀포시 보목로 70번길 38(보목동),제주특별자치도 서귀포시 보목로 70번길 38(보목동),,7,,,,,,33.2403419,126.6039383,2017-12-15
"난드르올레",민박,내국인+외국인,,제주특별자치도 서귀포시 예래로 454(하예동),제주특별자치도 서귀포시 예래로 454(하예동),,6,,,,,,33.2451213,126.3852784,2017-12-15
"힐스토리",민박,내국인+외국인,,제주특별자치도 서귀포시 보목로70번길 44 (보목동),제주특별자치도 서귀포시 보목로70번길 44 (보목동),,1,,,,,,33.2410065,126.6014354,2017-12-15
"아이비테라스",민박,내국인+외국인,,제주특별자치도 서귀포시 법환상로 65. b동(법환동),제주특별자치도 서귀포시 법환상로 65. b동(법환동),,6,,,,,,33.2406065,126.5078325,2017-12-15
"나비와바다",민박,내국인+외국인,,제주특별자치도 서귀포시 서호호근로 46번길 40(서호동),제주특별자치도 서귀포시 서호호근로 46번길 40(서호동),,4,,,,,,33.2497604,126.528115,2017-12-15
"제주섬사랑게스트민박",민박,내국인+외국인,,제주특별자치도 서귀포시 토평로 68(토평동),제주특별자치도 서귀포시 토평로 68(토평동),,3,,,,,,33.2720296,126.5901603,2017-12-15
"오렌지블루",민박,내국인+외국인,,제주특별자치도 서귀포시 태평로92번길 8 (호근동),제주특별자치도 서귀포시 태평로92번길 8 (호근동),,5,,,,,,33.2410716,126.5317043,2017-12-15
"싸이 3",민박,내국인+외국인,,제주특별자치도 서귀포시 동홍로 239번길 43-12(동홍동),제주특별자치도 서귀포시 동홍로 239번길 43-12(동홍동),,3,,,,,,33.2705438,126.566125,2017-12-15
"소풍 비앤비",민박,내국인+외국인,,제주특별자치도 서귀포시 호근남로 82(호근동),제주특별자치도 서귀포시 호근남로 82(호근동),,3,,,,,,33.2515937,126.5323378,2017-12-15
"네모",민박,내국인+외국인,,제주특별자치도 서귀포시 호근북로 93(호근동),제주특별자치도 서귀포시 호근북로 93(호근동),,2,,,,,,33.264692,126.531237,2017-12-15
"햇볕은 과랑과랑",민박,내국인+외국인,,제주특별자치도 서귀포시 월평로 9-7(월평동),제주특별자치도 서귀포시 월평로 9-7(월평동),,2,,,,,,33.244512,126.4587356,2017-12-15
"아망뜨 휴양펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 표선면 민속해안로 11,제주특별자치도 서귀포시 표선면 세화리 288-6,064-787-0300,5,체험농장 332㎡. 어린이놀이터. 바비큐장,Y,현금. 신용카드,,제주민속촉박물관. 표선해비치해변,33.3060146,126.8063255,2017-12-15
"야자수풀빌라",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 표선면 일주동로5661번길 33,제주특별자치도 서귀포시 표선면 하천리 59-1. 56-1,070-4138-2645,5,체험농장 340㎡. 바비큐장. 수영장,Y,현금. 신용카드,http://www.yajasupoolvilla.com,제주올레3코스. 제주민속촌박물관. 허브동산. 표선해비치해변,33.337253,126.8466502,2017-12-15
"예이츠산장",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 남원읍 516로 918,제주특별자치도 서귀포시 남원읍 하례리 1876-1. 1876-4,064-767-3746,10,체험농장 330㎡. 바비큐장.어린이놀이터. 풀장,Y,현금. 신용카드,,큰엉해안경승지. 신영영화박물관. 제주코코몽에코파크. 제주올레5코스. 쇠소깍,33.3254654,126.6012828,2017-12-15
"오랑제리펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 법환상로2번길 58(법환동),제주특별자치도 서귀포시 법환동 680-1,064-739-5872,10,체험농장 340㎡. 바비큐장. 어린이놀이터,Y,현금. 신용카드,http://www.jejuorangerie.com,주상절리대. 천지연폭포. 외돌개. 범섬. 쇠소깍,33.2446817,126.5145411,2017-12-15
"오아시스 휴양펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 상효로 74-10(상효동),제주특별자치도 서귀포시 상효동 739-2. 739-8. 739-9. 739-11. 738,064-733-1115,8,체험농장 395㎡. 바비큐장. 어린이놀이터,Y,현금. 신용카드,http://jejuoasis.co.kr,쇠소깍. 외돌개. 천지연폭포. 정방폭포,33.2663878,126.5989723,2017-12-15
"온더스톤 휴양펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 성산읍 해맞이해안로 2746,제주특별자치도 서귀포시 성산읍 오조리 374. 372,064-782-0306,8,체험농장 393㎡. 어린이놀이터. 바비큐장,Y,현금. 신용카드,,일출랜드. 일출봉. 우도. 섭지코지,33.4702134,126.9178664,2017-12-15
"이린펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 일주서로43번길 5 (강정동),제주특별자치도 서귀포시 강정동 259-4,064-739-5775,10,체험농장 330㎡. 바비큐장. 전통문화체험장,Y,현금. 신용카드,http://www.yilinpension.com,엉또폭포. 주상절리대. 천지연폭포. 외돌개,33.2495141,126.5037011,2017-12-15
"자인빌리지 펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 하신상로 174-21(상효동),제주특별자치도 서귀포시 상효동 112-3,064-733-4824,10,체험농장 337㎡. 바비큐장. 어린이놀이터,Y,현금. 신용카드,http://zainvill.com,제주올레5코스 끝. 제주올레6코스 시작. 쇠소깍. 휴애리. 정방폭포,33.2748038,126.6097668,2017-12-15
"제이팜 휴양펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 일주서로 505(하원동),제주특별자치도 서귀포시 하원동 1401. 1402-1,064-738-0117,10,체험농장 330㎡. 바비큐장. 간이골프연습장,Y,현금. 신용카드,http://www.jeju-jfarm.com,중문관광단지,33.2523793,126.4548922,2017-12-15
"제주끄라비 펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 토평로148번길 28(토평동),제주특별자치도 서귀포시 토평동 1729-4,064-733-3399,10,체험농장 340㎡. 바비큐장. 어린이놀이터,Y,현금. 신용카드,http://www.jejukrabi.com,천지연폭포. 휴애리. 정방폭포. 쇠소깍. 상효원. 감귤박물관. 번개체험박물관,33.2793908,126.5916371,2017-12-15
"제주목화휴양펜션",펜션,내국인+외국인,진행,제주특별자치도 서귀포시 남원읍 태위로 485,제주특별자치도 서귀포시 남원읍 남원리 2452. 2452-5,064-764-7942,10,체험농장 1.063㎡. 바비큐장.어린이놀이터,Y,현금. 신용카드,http://www.jejumokhwa.co.kr,큰엉해안경승지. 신영영화박물관. 제주코코몽에코파크. 제주올레5코스. 쇠소깍,33.2756591,126.6992862,2017-12-15
"노인과 바다",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 1398-6,제주특별자치도 서귀포시 남원읍 남원리 1398-6,,4,,,,,,33.275126,126.7100827,2017-12-15
"드림캐슬",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 태흥리 1082,제주특별자치도 서귀포시 남원읍 태흥리 1082,,7,,,,,,33.2806372,126.7405489,2017-12-15
"뜨리바다",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 2397,제주특별자치도 서귀포시 남원읍 남원리 2397,,6,,,,,,33.2715279,126.6997188,2017-12-15
"롱 비치",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 1398-4,제주특별자치도 서귀포시 남원읍 남원리 1398-4,,6,,,,,,33.2753635,126.7108113,2017-12-15
"밀려오는 파도소리",민박,내국인+외국인,,제주특별자치도 서귀포시 남원읍 남원리 1398-2,제주특별자치도 서귀포시 남원읍 남원리 1398-2,,4,,,,,,33.2754477,126.7103291,2017-12-15
"제주성산747게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평애향로 69-1,제주특별자치도 서귀포시 성산읍 온평애향로 69-1,,2,,,,,,33.4056442,126.9042194,2017-12-15
"컬러인제주",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난고로42번길 24.A동,제주특별자치도 서귀포시 성산읍 난고로42번길 24.A동,,2,,,,,,33.436054,126.905383,2017-12-15
"컬러민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난고로42번길 24.B동,제주특별자치도 서귀포시 성산읍 난고로42번길 24.B동,,2,,,,,,33.436054,126.905383,2017-12-15
"헤밍웨이게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로121번길 9-10,제주특별자치도 서귀포시 성산읍 환해장성로121번길 9-10,,3,,,,,,33.3833461,126.878599,2017-12-15
"헬로 1204",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제1동,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제1동,,3,,,,,,33.3958893,126.9052254,2017-12-15
"온평민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제2동,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제2동,,3,,,,,,33.3958893,126.9052254,2017-12-15
"우수민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제3동,제주특별자치도 서귀포시 성산읍 환해장성로 437. 제3동,,3,,,,,,33.3958893,126.9052254,2017-12-15
"그루나무",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 일주동로 5296-32,제주특별자치도 서귀포시 성산읍 일주동로 5296-32,,2,,,,,,33.366285,126.863228,2017-12-15
"초 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 풍천로 27번길 33-3,제주특별자치도 서귀포시 성산읍 풍천로 27번길 33-3,,3,,,,,,33.3458083,126.8470494,2017-12-15
"성산자유펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신고로22번길 3. 가동,제주특별자치도 서귀포시 성산읍 신고로22번길 3. 가동,,3,,,,,,33.4377689,126.9175198,2017-12-15
"바람빛깔",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로 56-3,제주특별자치도 서귀포시 성산읍 신양로 56-3,,2,,,,,,33.435254,126.9160379,2017-12-15
"성산별장",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 온평동로 83,제주특별자치도 서귀포시 성산읍 온평동로 83,,2,,,,,,33.4069004,126.9019558,2017-12-15
"오늘제주",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난산로41번길 67-9,제주특별자치도 서귀포시 성산읍 난산로41번길 67-9,,1,,,,,,33.3974714,126.8641469,2017-12-15
"신양하와이비치",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 신양로122번길 57,제주특별자치도 서귀포시 성산읍 신양로122번길 57,,4,,,,,,33.4351777,126.9176337,2017-12-15
"로타리 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 중산간동로 4210,제주특별자치도 서귀포시 성산읍 중산간동로 4210,,3,,,,,,33.3782791,126.8391261,2017-12-15
"달리9",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 삼달하동로18번길 9,제주특별자치도 서귀포시 성산읍 삼달하동로18번길 9,,2,,,,,,33.3672553,126.8699298,2017-12-15
"저스트인",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 서성일로 1139,제주특별자치도 서귀포시 성산읍 서성일로 1139,,1,,,,,,33.4456992,126.9004583,2017-12-15
"갯그시",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 환해장성로 469,제주특별자치도 서귀포시 성산읍 환해장성로 469,,7,,,,,,33.3988467,126.9026321,2017-12-15
"계란후라이게스트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 성산등용로 4-5,제주특별자치도 서귀포시 성산읍 성산등용로 4-5,,3,,,,,,33.4647524,126.9336962,2017-12-15
"맨도롱휴민박",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 난산온평로121번길 17,제주특별자치도 서귀포시 성산읍 난산온평로121번길 17,,1,,,,,,33.4035228,126.8855197,2017-12-15
"별을담다",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 혼인지로 30,제주특별자치도 서귀포시 성산읍 혼인지로 30,,2,,,,,,33.4136968,126.895022,2017-12-15
"롱아일랜드",민박,내국인+외국인,,제주특별자치도 서귀포시 성산읍 한도로 257,제주특별자치도 서귀포시 성산읍 한도로 257,,4,,,,,,33.4660418,126.9349606,2017-12-15
"꿈에그린하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 6061-15,제주특별자치도 서귀포시 표선면 일주동로 6061-15,,2,,,,,,33.3156079,126.8205732,2017-12-15
"제주달방",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 하천로74번길 11,제주특별자치도 서귀포시 표선면 하천로74번길 11,,1,,,,,,33.3479175,126.841701,2017-12-15
"현종",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 성읍이리로57번길 13-12,제주특별자치도 서귀포시 표선면 성읍이리로57번길 13-12,,1,,,,,,33.413938,126.771955,2017-12-15
"제주 다홍",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 하천로 74번길 48,제주특별자치도 서귀포시 표선면 하천로 74번길 48,,1,,,,,,33.3493861,126.8412927,2017-12-15
"일효정 놀멍쉬멍",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 번영로 2774-21,제주특별자치도 서귀포시 표선면 번영로 2774-21,,4,,,,,,33.388961,126.785894,2017-12-15
"제주하다",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선백사로60번길 74. 제2동,제주특별자치도 서귀포시 표선면 표선백사로60번길 74. 제2동,,5,,,,,,33.3225332,126.8206725,2017-12-15
"홍다원민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 중산간동로 4618-8. 나동,제주특별자치도 서귀포시 표선면 중산간동로 4618-8. 나동,,2,,,,,,33.3904348,126.8008303,2017-12-15
"스위트하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 한마음초등로 289,제주특별자치도 서귀포시 표선면 한마음초등로 289,,2,,,,,,33.3530237,126.8229339,2017-12-15
"시골민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선백사로110번길 22,제주특별자치도 서귀포시 표선면 표선백사로110번길 22,,2,,,,,,33.3235911,126.8380008,2017-12-15
"유채꽃길",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 녹산로5번길 3. 제1동,제주특별자치도 서귀포시 표선면 녹산로5번길 3. 제1동,,2,,,,,,33.361033,126.763722,2017-12-15
"유채꽃길에 머문시간",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 녹산로5번길 3. 제2동,제주특별자치도 서귀포시 표선면 녹산로5번길 3. 제2동,,1,,,,,,33.361033,126.763722,2017-12-15
"시골친구",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로421번길 1,제주특별자치도 서귀포시 표선면 가시로421번길 1,,2,,,,,,33.3467123,126.7836425,2017-12-15
"심플토산",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 토산중앙로287번길 15,제주특별자치도 서귀포시 표선면 토산중앙로287번길 15,,1,,,,,,33.3274303,126.7625632,2017-12-15
"해비치민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-10,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-10,,4,,,,,,33.305413,126.800867,2017-12-15
"더라온",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 번영로2587-43.C동,제주특별자치도 서귀포시 표선면 번영로2587-43.C동,,1,,,,,,33.4045946,126.7861248,2017-12-15
"돌고래의 꿈",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선동서로 80-5,제주특별자치도 서귀포시 표선면 표선동서로 80-5,,2,,,,,,33.3225669,126.8301192,2017-12-15
"빌라빌레쿨라",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 토산중앙로49번길 8,제주특별자치도 서귀포시 표선면 토산중앙로49번길 8,,2,,,,,,33.3095349,126.7745137,2017-12-15
"프리폴링",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선동서로 35-40,제주특별자치도 서귀포시 표선면 표선동서로 35-40,,3,,,,,,33.3138873,126.820123,2017-12-15
"지니하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 6138,제주특별자치도 서귀포시 표선면 일주동로 6138,,5,,,,,,33.3105306,126.8125855,2017-12-15
"간세다리",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 세화로 162번길 13,제주특별자치도 서귀포시 표선면 세화로 162번길 13,,1,,,,,,33.3180855,126.7915792,2017-12-15
"제주달곰",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 토산중앙로 64,제주특별자치도 서귀포시 표선면 토산중앙로 64,,1,,,,,,33.3114113,126.7746153,2017-12-15
"송이펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 중산간동로 4910-15,제주특별자치도 서귀포시 표선면 중산간동로 4910-15,,2,,,,,,33.371728,126.783655,2017-12-15
"나무랑",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 성읍이리로 85,제주특별자치도 서귀포시 표선면 성읍이리로 85,,1,,,,,,33.4115161,126.7745382,2017-12-15
"힐링",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-8,제주특별자치도 서귀포시 표선면 일주동로6285번길 13-8,,1,,,,,,33.305413,126.800867,2017-12-15
"아띠애",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선동서로 35-36,제주특별자치도 서귀포시 표선면 표선동서로 35-36,,2,,,,,,33.313232,126.819579,2017-12-15
"소랑세미",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 토산중앙로 49번길 24-11,제주특별자치도 서귀포시 표선면 토산중앙로 49번길 24-11,,3,,,,,,33.3096384,126.7745758,2017-12-15
"가시리별짱",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 중산간동로 4910-17,제주특별자치도 서귀포시 표선면 중산간동로 4910-17,,2,,,,,,33.371728,126.783655,2017-12-15
"요셉나무",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 세성로 338-11,제주특별자치도 서귀포시 표선면 세성로 338-11,,1,,,,,,33.3334537,126.7965862,2017-12-15
"푸른섬",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로119번길 17. 나동,제주특별자치도 서귀포시 표선면 민속해안로119번길 17. 나동,,3,,,,,,33.3078998,126.8125311,2017-12-15
"표선휴양",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 돈오름로 57. 3동,제주특별자치도 서귀포시 표선면 돈오름로 57. 3동,,1,,,,,,33.3338167,126.8028148,2017-12-15
"나무이야기 하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 32,제주특별자치도 서귀포시 표선면 민속해안로 32,,4,,,,,,33.3044177,126.8061357,2017-12-15
"우리바다",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로149번길 2,제주특별자치도 서귀포시 표선면 민속해안로149번길 2,,5,,,,,,33.3082268,126.8132341,2017-12-15
"샤인빌",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 340,제주특별자치도 서귀포시 표선면 가시로 340,,3,,,,,,33.3456001,126.7895359,2017-12-15
"미리내마을",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 6062-105,제주특별자치도 서귀포시 표선면 일주동로 6062-105,,2,,,,,,33.321791,126.817923,2017-12-15
"미리내",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 6062-99,제주특별자치도 서귀포시 표선면 일주동로 6062-99,,3,,,,,,33.321791,126.817923,2017-12-15
"지중해",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로6455번길 21(2층),제주특별자치도 서귀포시 표선면 일주동로6455번길 21(2층),,1,,,,,,33.3064995,126.7838081,2017-12-15
"피터팬하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 한마음초등로 468,제주특별자치도 서귀포시 표선면 한마음초등로 468,,3,,,,,,33.3530237,126.8229339,2017-12-15
"프리홈",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 중산간동로 4910.13,제주특별자치도 서귀포시 표선면 중산간동로 4910.13,,2,,,,,,33.371728,126.783655,2017-12-15
"꿈에그린 동산",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 6061-24,제주특별자치도 서귀포시 표선면 일주동로 6061-24,,2,,,,,,33.3154704,126.8215759,2017-12-15
"패밀리 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 원님로652번길 211,제주특별자치도 서귀포시 표선면 원님로652번길 211,,2,,,,,,33.3445736,126.7700762,2017-12-15
"힐 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 351(제1호),제주특별자치도 서귀포시 표선면 민속해안로 351(제1호),,2,,,,,,33.3114774,126.8340326,2017-12-15
"새벽별 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선동서로61번길 45-56,제주특별자치도 서귀포시 표선면 표선동서로61번길 45-56,,2,,,,,,33.3137043,126.8197934,2017-12-15
"소담모루 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가마행남로 38,제주특별자치도 서귀포시 표선면 가마행남로 38,,4,,,,,,33.3051021,126.8046371,2017-12-15
"제주가시리 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로622번길 20-8,제주특별자치도 서귀포시 표선면 가시로622번길 20-8,,3,,,,,,33.3592708,126.7724366,2017-12-15
"초코네하우스 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 토산중앙로16번길 16-12,제주특별자치도 서귀포시 표선면 토산중앙로16번길 16-12,,2,,,,,,33.3078700,126.7813258,2017-12-15
"킹덤스테이 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 343-15,제주특별자치도 서귀포시 표선면 가시로 343-15,,2,,,,,,33.343257,126.790441,2017-12-15
"낭만빌 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 343-2. 202호,제주특별자치도 서귀포시 표선면 가시로 343-2. 202호,,2,,,,,,33.343616,126.79085,2017-12-15
"혜정 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가마행남로 16-1. 111호,제주특별자치도 서귀포시 표선면 가마행남로 16-1. 111호,,2,,,,,,33.3055532,126.8001326,2017-12-15
"슬로우하우스 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 343-4,제주특별자치도 서귀포시 표선면 가시로 343-4,,2,,,,,,33.343531,126.790498748,2017-12-15
"꿈꾸는아이 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 343-14,제주특별자치도 서귀포시 표선면 가시로 343-14,,2,,,,,,33.343255,126.790500389,2017-12-15
"세화부엉이 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 세성로 261,제주특별자치도 서귀포시 표선면 세성로 261,,2,,,,,,33.3282728,126.7980558,2017-12-15
"소망민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 343-12,제주특별자치도 서귀포시 표선면 가시로 343-12,,2,,,,,,33.3433625,126.7886248,2017-12-15
"바당숨 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로6455번길 23-1,제주특별자치도 서귀포시 표선면 일주동로6455번길 23-1,,1,,,,,,33.3064657,126.7842273,2017-12-15
"니돌담 내돌담",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 하천로 137,제주특별자치도 서귀포시 표선면 하천로 137,,1,,,,,,33.3523639,126.8392345,2017-12-15
"크라운",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 219-21,제주특별자치도 서귀포시 표선면 가시로 219-21,,1,,,,,,33.3382733,126.8021228,2017-12-15
"남촌풀하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선동서로 139,제주특별자치도 서귀포시 표선면 표선동서로 139,,7,,,,,,33.3169961,126.8282566,2017-12-15
"게스트하우스 하얀언덕",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 351,제주특별자치도 서귀포시 표선면 민속해안로 351,,4,,,,,,33.3114774,126.8340326,2017-12-15
"이랑이네",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 612-26,제주특별자치도 서귀포시 표선면 가시로 612-26,,1,,,,,,33.3588222,126.7754986,2017-12-15
"표선가시리민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 541-12,제주특별자치도 서귀포시 표선면 가시로 541-12,,2,,,,,,33.3516197,126.7739965,2017-12-15
"낭구지 민박",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 585,제주특별자치도 서귀포시 표선면 민속해안로 585,,3,,,,,,33.3250443,126.8432904,2017-12-15
"크라운 캐슬",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 가시로 219-24,제주특별자치도 서귀포시 표선면 가시로 219-24,,1,,,,,,33.3379909,126.8021084,2017-12-15
"해비치하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 347,제주특별자치도 서귀포시 표선면 민속해안로 347,,5,,,,,,33.3112016,126.8335638,2017-12-15
"커피가게&쉬고가게",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 593,제주특별자치도 서귀포시 표선면 민속해안로 593,,5,,,,,,33.3250093,126.842335,2017-12-15
"해비치불턱",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 민속해안로 384,제주특별자치도 서귀포시 표선면 민속해안로 384,,1,,,,,,33.3125215,126.8374024,2017-12-15
"행운클로버",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 세화강왓로 65,제주특별자치도 서귀포시 표선면 세화강왓로 65,,2,,,,,,33.3244984,126.7913792,2017-12-15
"로그빌리지",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 일주동로 5944,제주특별자치도 서귀포시 표선면 일주동로 5944,,7,,,,,,33.3269497,126.8208736,2017-12-15
"화목펜션",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선백사로 149-7,제주특별자치도 서귀포시 표선면 표선백사로 149-7,,5,,,,,,33.3288029,126.8360166,2017-12-15
"표선이레하우스",민박,내국인+외국인,,제주특별자치도 서귀포시 표선면 표선당포로 9,제주특별자치도 서귀포시 표선면 표선당포로 9,,3,,,,,,33.3257518,126.8436516,2017-12-15
